id;magnitude;type;title;date;url;detailUrl;felt;cdi;mmi;status;tsunami;sig;net;nst;dmin;rms;gap;magType;depth;latitude;longitude;place;distanceKM;location;continent;country;subnational;city;locality;timezone
us7000m1fq;5.4;earthquake;M 5.4 - 130 km SSE of Kyzyl-Suu, Kyrgyzstan;2024-02-25T04:15:00;https://earthquake.usgs.gov/earthquakes/eventpage/us7000m1fq;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m1fq&format=geojson;14;4;6;reviewed;0;455;us;133;0.592;0.7;30;mww;10;41.1648;78.4389;130 km SSE of Kyzyl-Suu, Kyrgyzstan;130;Kyzyl-Suu, Kyrgyzstan;Asia;China;Xinjiang Uyghur Autonomous Region;Aqchi;Aqchi;480
us7000luuy;5.7;earthquake;M 5.7 - 128 km WNW of Aykol, China;2024-01-29T22:27:41;https://earthquake.usgs.gov/earthquakes/eventpage/us7000luuy;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000luuy&format=geojson;10;3;7;reviewed;0;653;us;326;0.821;0.56;24;mww;10;41.1867;78.7155;128 km WNW of Aykol, China;128;Aykol, China;Asia;China;Xinjiang Uyghur Autonomous Region;Aqchi;Wushi;480
us7000lt2y;5.3;earthquake;M 5.3 - 119 km WNW of Aykol, China;2024-01-23T01:18:40;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt2y;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lt2y&format=geojson;2;4;7;reviewed;0;433;us;100;0.348;0.61;47;mww;3.426;41.2706;78.8219;119 km WNW of Aykol, China;119;Aykol, China;Asia;China;Xinjiang Uyghur Autonomous Region;Wushi;Wushi;480
us7000lt29;5.1;earthquake;M 5.1 - 121 km WNW of Aykol, China;2024-01-22T23:19:25;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt29;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lt29&format=geojson;4;4;6;reviewed;0;402;us;233;0.367;0.48;23;mwr;7.148;41.2186;78.724;121 km WNW of Aykol, China;121;Aykol, China;Asia;China;Xinjiang Uyghur Autonomous Region;Wushi;Wushi;480
us7000lt0j;5.5;earthquake;M 5.5 - 128 km WNW of Aykol, China;2024-01-22T19:36:47;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt0j;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lt0j&format=geojson;2;5;7;reviewed;0;466;us;133;0.432;0.65;59;mb;10;41.1979;78.6168;128 km WNW of Aykol, China;128;Aykol, China;Asia;China;Xinjiang Uyghur Autonomous Region;Aqchi;Aqchi;480
us7000lt02;5.4;earthquake;M 5.4 - 124 km WNW of Aykol, China;2024-01-22T18:42:33;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt02;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lt02&format=geojson;3;4;6;reviewed;0;450;us;99;0.382;0.63;75;mb;10;41.3326;78.7686;124 km WNW of Aykol, China;124;Aykol, China;Asia;China;Xinjiang Uyghur Autonomous Region;Wushi;Wushi;480
us7000lt1i;5.8;earthquake;M 5.8 - 129 km SSE of Kyzyl-Suu, Kyrgyzstan;2024-01-22T18:14:16;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lt1i;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lt1i&format=geojson;2;8;7;reviewed;0;652;us;142;0.454;0.53;59;mb;10;41.2946;78.6076;129 km SSE of Kyzyl-Suu, Kyrgyzstan;129;Kyzyl-Suu, Kyrgyzstan;Asia;China;Xinjiang Uyghur Autonomous Region;Wushi;Wushi;480
us7000lsze;7;earthquake;M 7.0 - 128 km WNW of Aykol, China;2024-01-22T18:09:04;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lsze;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lsze&format=geojson;482;9;9;reviewed;0;2419;us;121;0.428;0.64;29;mww;13;41.2938;78.5937;128 km WNW of Aykol, China;128;Aykol, China;Asia;China;Xinjiang Uyghur Autonomous Region;Wushi;Wushi;480
us6000m31m;6.4;earthquake;M 6.4 - 45 km SSW of Jurm, Afghanistan;2024-01-11T09:20:26;https://earthquake.usgs.gov/earthquakes/eventpage/us6000m31m;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000m31m&format=geojson;111;5;4;reviewed;0;687;us;140;3.122;1.02;17;mww;204;36.5061;70.5994;45 km SSW of Jurm, Afghanistan;45;Jurm, Afghanistan;Asia;Afghanistan;Badakhshan;Yamgan;Yamgan;270
us7000ljty;5.1;earthquake;M 5.1 - 31 km S of Padam, India;2023-12-18T10:18:52;https://earthquake.usgs.gov/earthquakes/eventpage/us7000ljty;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ljty&format=geojson;8;5;6;reviewed;0;404;us;119;3.023;0.97;32;mww;10;33.2109;76.7733;31 km S of Padam, India;31;Padam, India;Asia;India;Himachal Pradesh;Handwara;Udaipur;330
us7000lfaa;5.5;earthquake;M 5.5 - 9 km ENE of Rāmganj, Bangladesh;2023-12-02T03:35:33;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lfaa;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lfaa&format=geojson;275;6;5;reviewed;0;807;us;118;0.806;0.6;35;mww;45.057;23.1278;90.927;9 km ENE of Rāmganj, Bangladesh;9;Rāmganj, Bangladesh;Asia;Bangladesh;Chittagong;Ramganj;Ramganj;360
us7000lf3c;5.2;earthquake;M 5.2 - 74 km SSW of Laojunmiao, China;2023-12-01T14:55:56;https://earthquake.usgs.gov/earthquakes/eventpage/us7000lf3c;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000lf3c&format=geojson;1;3;6;reviewed;0;416;us;98;6.056;0.6;37;mww;10;39.2438;97.2769;74 km SSW of Laojunmiao, China;74;Laojunmiao, China;Asia;China;Gansu Sheng;Dangchengwan;Shibaocheng;480
us6000lp06;5.7;earthquake;M 5.7 - 76 km SW of Kēng Tung, Myanmar;2023-11-17T01:37:11;https://earthquake.usgs.gov/earthquakes/eventpage/us6000lp06;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lp06&format=geojson;69;7;7;reviewed;0;551;us;117;0.251;0.84;45;mww;15.733;21.226;99.333;76 km SW of Kēng Tung, Myanmar;76;Kēng Tung, Myanmar;Asia;Myanmar;Shan State;Mongping;Mongping;390
us7000l9ef;5.3;earthquake;M 5.3 - Xinjiang Uygur, China;2023-11-07T18:09:48;https://earthquake.usgs.gov/earthquakes/eventpage/us7000l9ef;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l9ef&format=geojson;1;3;7;reviewed;0;432;us;267;1.205;0.63;24;mww;7.204;40.5164;77.7055;Xinjiang Uygur, China;0;Xinjiang Uygur, China;Asia;China;Xinjiang Uyghur Autonomous Region;Atush;Aqchi;480
us7000l8p5;5.7;earthquake;M 5.7 - 43 km E of Dailekh, Nepal;2023-11-03T18:02:53;https://earthquake.usgs.gov/earthquakes/eventpage/us7000l8p5;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l8p5&format=geojson;372;7;8;reviewed;0;922;us;232;2.95;0.94;21;mww;12;28.8879;82.195;43 km E of Dailekh, Nepal;43;Dailekh, Nepal;Asia;Nepal;Karnali;Kuse;Kuse-07;345
us7000l5yp;5.4;earthquake;M 5.4 - 71 km SSW of Laojunmiao, China;2023-10-24T11:32:13;https://earthquake.usgs.gov/earthquakes/eventpage/us7000l5yp;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000l5yp&format=geojson;2;4;7;reviewed;0;449;us;211;6.068;0.46;29;mww;10;39.2654;97.3075;71 km SSW of Laojunmiao, China;71;Laojunmiao, China;Asia;China;Gansu Sheng;Dangchengwan;Shibaocheng;480
us6000lh8c;5.2;earthquake;M 5.2 - 36 km NE of Bharatpur, Nepal;2023-10-22T01:54:21;https://earthquake.usgs.gov/earthquakes/eventpage/us6000lh8c;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lh8c&format=geojson;87;4;5;reviewed;0;453;us;101;1.848;0.82;29;mb;25.706;27.8679;84.7191;36 km NE of Bharatpur, Nepal;36;Bharatpur, Nepal;Asia;Nepal;Gandaki;Gandaki;Gandaki-06;345
us6000lcgj;5.7;earthquake;M 5.7 - 39 km NE of Dipayal, Nepal;2023-10-03T09:21:03;https://earthquake.usgs.gov/earthquakes/eventpage/us6000lcgj;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lcgj&format=geojson;131;8;7;reviewed;0;605;us;226;3.93;0.33;23;mww;13;29.5163;81.2118;39 km NE of Dipayal, Nepal;39;Dipayal, Nepal;Asia;Nepal;Sudurpashchim;Jayaprithivi;JayaPrithvi-03;345
us6000lc8t;4.9;earthquake;M 4.9 - 28 km S of Goālpāra, India;2023-10-02T12:45:15;https://earthquake.usgs.gov/earthquakes/eventpage/us6000lc8t;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000lc8t&format=geojson;69;7;6;reviewed;0;416;us;119;3.799;0.6;36;mww;10;25.9591;90.6152;28 km S of Goālpāra, India;28;Goālpāra, India;Asia;India;Assam;Matia;Matia;330
us6000kzvl;5.3;earthquake;M 5.3 - 16 km NW of Karīmganj, India;2023-08-14T14:49:48;https://earthquake.usgs.gov/earthquakes/eventpage/us6000kzvl;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000kzvl&format=geojson;163;6;5;reviewed;0;535;us;153;2.358;0.75;16;mww;36.648;24.9743;92.2176;16 km NW of Karīmganj, India;16;Karīmganj, India;Asia;Bangladesh;Sylhet Division;Kanaighat;Kanaighat;360
us6000ky4d;5.8;earthquake;M 5.8 - 47 km SSW of Jurm, Afghanistan;2023-08-05T16:01:49;https://earthquake.usgs.gov/earthquakes/eventpage/us6000ky4d;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000ky4d&format=geojson;25;5;4;reviewed;0;531;us;211;2.347;0.88;15;mww;209;36.4512;70.7023;47 km SSW of Jurm, Afghanistan;47;Jurm, Afghanistan;Asia;Afghanistan;Badakhshan;Yamgan;Yamgan;270
us7000ne8y;5.5;earthquake;M 5.5 - 40 km E of Nichinan, Japan;2024-09-16T14:13:47;https://earthquake.usgs.gov/earthquakes/eventpage/us7000ne8y;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ne8y&format=geojson;5;5;5;reviewed;0;468;us;101;1.154;1.27;57;mww;15.711;31.6412;131.796;40 km E of Nichinan, Japan;40;Nichinan, Japan;;;;;Etc/GMT-9;540
us7000ndp6;5.7;earthquake;M 5.7 - 57 km SSE of Koshima, Japan;2024-09-13T23:03:41;https://earthquake.usgs.gov/earthquakes/eventpage/us7000ndp6;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000ndp6&format=geojson;5;3;4;reviewed;0;502;us;166;1.739;0.75;39;mww;28.953;29.7999;130.855;57 km SSE of Koshima, Japan;57;Koshima, Japan;;;;;Etc/GMT-9;540
us7000n7b8;6.1;earthquake;M 6.1 - 30 km SSE of Hualien City, Taiwan;2024-08-15T23:35:53;https://earthquake.usgs.gov/earthquakes/eventpage/us7000n7b8;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n7b8&format=geojson;60;5;6;reviewed;0;601;us;144;0.451;0.6;17;mww;14;23.784;121.759;30 km SSE of Hualien City, Taiwan;30;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us7000n74c;5.4;earthquake;M 5.4 - 45 km SSE of Yilan, Taiwan;2024-08-15T09:06:45;https://earthquake.usgs.gov/earthquakes/eventpage/us7000n74c;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000n74c&format=geojson;54;5;5;reviewed;0;476;us;106;0.358;0.77;34;mww;11.732;24.3858;121.917;45 km SSE of Yilan, Taiwan;45;Yilan, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us6000nj9s;6.5;earthquake;M 6.5 - 151 km E of Dolinsk, Russia;2024-08-10T03:28:32;https://earthquake.usgs.gov/earthquakes/eventpage/us6000nj9s;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nj9s&format=geojson;6;3;3;reviewed;1;652;us;157;1.405;0.75;17;mww;402.166;47.1777;144.763;151 km E of Dolinsk, Russia;151;Dolinsk, Russia;;;;;Etc/GMT-10;600
us6000niy6;5.3;earthquake;M 5.3 - 15 km SW of Miyazaki, Japan;2024-08-08T19:23:31;https://earthquake.usgs.gov/earthquakes/eventpage/us6000niy6;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000niy6&format=geojson;1;2;5;reviewed;0;432;us;116;5.601;0.87;85;mww;18.196;31.8881;131.341;15 km SW of Miyazaki, Japan;15;Miyazaki, Japan;Asia;Japan;Miyazaki;Miyazaki;Miyazaki;540
us6000nith;7.1;earthquake;M 7.1 - 2024 Hyuganada Sea, Japan Earthquake;2024-08-08T07:42:55;https://earthquake.usgs.gov/earthquakes/eventpage/us6000nith;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000nith&format=geojson;43;8;8;reviewed;0;810;us;252;5.748;0.74;34;mww;24;31.7491;131.482;2024 Hyuganada Sea, Japan Earthquake;0;2024 Hyuganada Sea, Japan Earthquake;Asia;Japan;Miyazaki;Miyazaki;Miyazaki;540
us7000mzzc;5.6;earthquake;M 5.6 - 161 km SSE of Tateyama, Japan;2024-07-18T11:07:34;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mzzc;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mzzc&format=geojson;6;3;4;reviewed;0;484;us;157;0.628;1.17;30;mww;91;33.536;140.175;161 km SSE of Tateyama, Japan;161;Tateyama, Japan;;;;;Etc/GMT-9;540
us6000n82p;5.4;earthquake;M 5.4 - 206 km SSE of Katsuura, Japan;2024-06-25T08:30:59;https://earthquake.usgs.gov/earthquakes/eventpage/us6000n82p;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000n82p&format=geojson;1;2;3;reviewed;0;449;us;137;1.325;1.01;30;mww;34.723;33.4887;141.284;206 km SSE of Katsuura, Japan;206;Katsuura, Japan;;;;;Etc/GMT-9;540
us7000mppu;5.7;earthquake;M 5.7 - 40 km NE of Anamizu, Japan;2024-06-02T21:31:39;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mppu;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mppu&format=geojson;29;7;7;reviewed;0;519;us;319;1.171;0.53;37;mww;9;37.4574;137.239;40 km NE of Anamizu, Japan;40;Anamizu, Japan;Asia;Japan;Ishikawa;Suzu;Noto Peninsula;540
us7000mnu8;5.5;earthquake;M 5.5 - 210 km SE of Kushimoto, Japan;2024-05-29T17:14:58;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mnu8;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mnu8&format=geojson;4;3;3;reviewed;0;466;us;173;2.036;0.69;20;mww;392.698;32.2768;137.61;210 km SE of Kushimoto, Japan;210;Kushimoto, Japan;;;;;Etc/GMT-9;540
us6000mzxt;5.4;earthquake;M 5.4 - Bonin Islands, Japan region;2024-05-21T00:39:39;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mzxt;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mzxt&format=geojson;0;0;4;reviewed;0;449;us;297;1.08;1.09;15;mww;59.788;26.1835;141.391;Bonin Islands, Japan region;0;Bonin Islands, Japan region;;;;;Etc/GMT-9;540
us6000mxpi;5.8;earthquake;M 5.8 - 38 km NE of Hualien City, Taiwan;2024-05-10T07:45:18;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mxpi;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mxpi&format=geojson;24;5;6;reviewed;0;529;us;103;0.68;0.77;27;mww;11.296;24.191;121.899;38 km NE of Hualien City, Taiwan;38;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us6000mwnh;5.2;earthquake;M 5.2 - 27 km S of Hualien City, Taiwan;2024-05-06T09:52:45;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mwnh;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mwnh&format=geojson;30;8;5;reviewed;0;440;us;124;0.413;0.97;35;mww;28.949;23.7143;121.588;27 km S of Hualien City, Taiwan;27;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us6000mwnf;5.6;earthquake;M 5.6 - 28 km S of Hualien City, Taiwan;2024-05-06T09:45:30;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mwnf;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mwnf&format=geojson;36;6;6;reviewed;0;502;us;121;0.427;0.84;35;mww;23.605;23.7257;121.581;28 km S of Hualien City, Taiwan;28;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us6000mu45;5.2;earthquake;M 5.2 - 29 km NNE of Hualien City, Taiwan;2024-04-26T18:49:29;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mu45;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mu45&format=geojson;26;5;4;reviewed;0;430;us;252;0.506;0.76;21;mww;40.475;24.2257;121.706;29 km NNE of Hualien City, Taiwan;29;Hualien City, Taiwan;Asia;Taiwan (Province of China);Hualien;Xiulin;Heping Village;480
us6000mu3y;5.7;earthquake;M 5.7 - 20 km NNE of Hualien City, Taiwan;2024-04-26T18:21:23;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mu3y;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mu3y&format=geojson;150;5;5;reviewed;0;581;us;259;0.581;0.54;22;mww;37.767;24.1449;121.674;20 km NNE of Hualien City, Taiwan;20;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us6000mtex;5.3;earthquake;M 5.3 - Bonin Islands, Japan region;2024-04-24T07:22:10;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mtex;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mtex&format=geojson;0;0;3;reviewed;0;432;us;140;1.676;0.84;28;mww;10;28.7699;142.53;Bonin Islands, Japan region;0;Bonin Islands, Japan region;;;;;Etc/GMT-10;600
us6000mt3f;5.8;earthquake;M 5.8 - 22 km SSE of Hualien City, Taiwan;2024-04-23T00:04:05;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt3f;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mt3f&format=geojson;10;8;6;reviewed;0;525;us;275;0.513;0.72;24;mww;12;23.8026;121.676;22 km SSE of Hualien City, Taiwan;22;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us6000mt22;5.4;earthquake;M 5.4 - 22 km SSE of Hualien City, Taiwan;2024-04-22T21:31:38;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt22;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mt22&format=geojson;0;0;6;reviewed;0;449;us;209;0.503;0.67;35;mww;8.991;23.808;121.634;22 km SSE of Hualien City, Taiwan;22;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us6000mt1q;5.4;earthquake;M 5.4 - 35 km S of Hualien City, Taiwan;2024-04-22T21:04:21;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt1q;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mt1q&format=geojson;0;0;5;reviewed;0;449;us;223;0.38;0.63;35;mww;5.83;23.698;121.574;35 km S of Hualien City, Taiwan;35;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us6000mt1n;5.5;earthquake;M 5.5 - 35 km S of Hualien City, Taiwan;2024-04-22T20:49:57;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt1n;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mt1n&format=geojson;2;3;6;reviewed;0;466;us;115;0.392;0.67;67;mww;17;23.6512;121.606;35 km S of Hualien City, Taiwan;35;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan (Province of China);480
us6000mt0s;6.1;earthquake;M 6.1 - 13 km SSW of Hualien City, Taiwan;2024-04-22T18:32:48;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt0s;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mt0s&format=geojson;82;7;8;reviewed;0;711;us;120;0.526;0.65;22;mww;10;23.8672;121.538;13 km SSW of Hualien City, Taiwan;13;Hualien City, Taiwan;Asia;Taiwan (Province of China);Hualien;Shoufeng;Gonghe Village;480
us6000mt0r;6.1;earthquake;M 6.1 - 29 km S of Hualien City, Taiwan;2024-04-22T18:26:52;https://earthquake.usgs.gov/earthquakes/eventpage/us6000mt0r;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000mt0r&format=geojson;66;7;7;reviewed;1;621;us;119;0.462;0.76;35;mww;9;23.7241;121.641;29 km S of Hualien City, Taiwan;29;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us7000mduw;5.8;earthquake;M 5.8 - 27 km S of Hualien City, Taiwan;2024-04-22T14:11:22;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mduw;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mduw&format=geojson;77;5;6;reviewed;0;556;us;121;0.42;0.74;44;mww;8;23.7288;121.562;27 km S of Hualien City, Taiwan;27;Hualien City, Taiwan;Asia;Taiwan (Province of China);Hualien;Fengbin;Fengbin;480
us7000mdti;5.6;earthquake;M 5.6 - 30 km S of Hualien City, Taiwan;2024-04-22T10:50:30;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mdti;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mdti&format=geojson;22;5;6;reviewed;0;493;us;97;0.435;0.87;35;mww;10;23.7158;121.63;30 km S of Hualien City, Taiwan;30;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan (Province of China);480
us6000muy0;5;earthquake;M 5.0 - 28 km S of Hualien City, Taiwan;2024-04-22T10:49:06;https://earthquake.usgs.gov/earthquakes/eventpage/us6000muy0;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us6000muy0&format=geojson;0;0;6;reviewed;0;385;us;53;0.454;1.27;73;mb;10;23.7229;121.638;28 km S of Hualien City, Taiwan;28;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us7000mcpi;6.3;earthquake;M 6.3 - 18 km W of Uwajima, Japan;2024-04-17T14:14:46;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcpi;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mcpi&format=geojson;101;8;8;reviewed;0;731;us;386;1.351;0.81;29;mww;32;33.1621;132.387;18 km W of Uwajima, Japan;18;Uwajima, Japan;Asia;Japan;Ehime;Uwajima;Uwajima;540
us7000mcb1;5.9;earthquake;M 5.9 - 147 km SE of Koshima, Japan;2024-04-15T22:38:56;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mcb1;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mcb1&format=geojson;2;2;4;reviewed;0;536;us;293;2.352;0.49;30;mww;7.556;29.4708;131.736;147 km SE of Koshima, Japan;147;Koshima, Japan;Asia;;;;Etc/GMT-9;540
us7000mac0;5.4;earthquake;M 5.4 - 141 km S of Honchō, Japan;2024-04-06T00:12:17;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mac0;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mac0&format=geojson;0;0;3;reviewed;0;449;us;144;1.138;0.46;48;mww;26.386;40.9054;143.213;141 km S of Honchō, Japan;141;Honchō, Japan;Asia;;;;Etc/GMT-10;600
us7000m9sq;6.1;earthquake;M 6.1 - 77 km E of Minami-Sōma, Japan;2024-04-04T03:16:30;https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9sq;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m9sq&format=geojson;32;4;4;reviewed;0;586;us;304;2.7;0.64;59;mww;29;37.7196;141.924;77 km E of Minami-Sōma, Japan;77;Minami-Sōma, Japan;Asia;;;;Etc/GMT-9;540
us7000m9hp;5.7;earthquake;M 5.7 - 41 km NE of Hualien City, Taiwan;2024-04-03T02:14:36;https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9hp;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m9hp&format=geojson;6;6;5;reviewed;0;503;us;131;0.694;0.78;24;mwr;41.798;24.1954;121.932;41 km NE of Hualien City, Taiwan;41;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us7000mbfv;5.7;earthquake;M 5.7 - 27 km SE of Hualien City, Taiwan;2024-04-03T01:39:47;https://earthquake.usgs.gov/earthquakes/eventpage/us7000mbfv;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000mbfv&format=geojson;2;3;5;reviewed;0;500;us;63;0.595;0.62;67;mwr;26.363;23.7873;121.784;27 km SE of Hualien City, Taiwan;27;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us7000m9h9;5.3;earthquake;M 5.3 - 28 km SE of Hualien City, Taiwan;2024-04-03T01:39:35;https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9h9;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m9h9&format=geojson;0;1;5;reviewed;0;432;us;99;0.606;0.69;41;mb;16.869;23.8555;121.803;28 km SE of Hualien City, Taiwan;28;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us7000m9gp;5.6;earthquake;M 5.6 - 24 km NNE of Hualien City, Taiwan;2024-04-03T00:46:44;https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9gp;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m9gp&format=geojson;0;0;6;reviewed;0;482;us;135;0.591;0.72;27;mww;14.297;24.1465;121.743;24 km NNE of Hualien City, Taiwan;24;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us7000m9gm;5.3;earthquake;M 5.3 - 2 km NNW of Hualien City, Taiwan;2024-04-03T00:43:55;https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9gm;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m9gm&format=geojson;0;0;6;reviewed;0;432;us;109;0.619;0.7;52;mb;10.789;23.9598;121.595;2 km NNW of Hualien City, Taiwan;2;Hualien City, Taiwan;Asia;Taiwan (Province of China);Hualien;Chi-an;Chi-an;480
us7000m9gh;5.6;earthquake;M 5.6 - 21 km NNE of Hualien City, Taiwan;2024-04-03T00:35:36;https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9gh;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m9gh&format=geojson;2;7;6;reviewed;0;484;us;115;0.594;0.69;49;mb;15.864;24.1609;121.71;21 km NNE of Hualien City, Taiwan;21;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
us7000m9gc;6.4;earthquake;M 6.4 - 15 km NNE of Hualien City, Taiwan;2024-04-03T00:11:25;https://earthquake.usgs.gov/earthquakes/eventpage/us7000m9gc;https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us7000m9gc&format=geojson;49;8;7;reviewed;0;667;us;183;0.63;0.77;50;mww;13.931;24.0651;121.673;15 km NNE of Hualien City, Taiwan;15;Hualien City, Taiwan;Asia;Taiwan (Province of China);;;Taiwan;480
